,0
1369,Clarksville Shelter Clarksville Texas
1370,Family Promise of Lawton Inc Lawton  Oklahoma
1371,C. Carter Crane Shelter for the Homeles Lawton Oklahoma
1372,Hope House of Cherokee Tahlequah Oklahoma
1373,Good Samaritan Outreach Homeless Shelter for Men McAlester Oklahoma
1374,Youth Emergency Shelter  McAlester Oklahoma
1375,Hope House of McAlester Inc. McAlester Oklahoma
1376,Crisis Center for Women Fort Smith Arkansas
1377,Fort Smith Children's Emergency Shelter Fort Smith Arkansas
1378,HOPE Campus Fort Smith Arkansas
1379,The Salvation Army Fort Smith Arkansas
1380,Community Rescue Mission Fort Smith Arkansas
1381,"Gateway House I, Inc. Fort Smith Arkansas"
1382,Gospel Rescue Mission Van Buren Arkansas
1383,"High Plains Outreach Center, Inc. Woodward Oklahoma"
1384,TURNING POINT SHELTER - FAMILY COUNSELING AGENCY ALEXANDRIA Louisiana
1385,The Grace House Alexandria Alexandria Louisiana
1386,House of Mercy Women's Shelter Alexandria Louisiana
1387,Hope House Alexandria Alexandria Louisiana
1388,The Salvation Army Transient Lodge Alexandria Louisiana
1389,Tsc Emergency Shelter ALEXANDRIA Louisiana
1390,Voa Transitional Residential Services Pineville Louisiana
1391,Southeast Spouse Abuse Program Hammond Louisiana
1392,Quad Area Community Action Agency Livingston Louisiana
1393,D.A.R.T. Ruston Louisiana
1394,United Christian Home Minden Louisiana
1395,C A R E MINISTRIES Bogalusa Louisiana
1396,SAFE HARBOR - Domestic Violence Program SLIDELL Mandeville
1397,S.T.E.P.S. Shreveport Louisiana
1398,Shreveport-Bossier Rescue Mission Shreveport Louisiana
1399,McNeil Street Shelter Shreveport Louisiana
1400,Ywca Family Violence Program Shreveport Louisiana
1401,Salvation Army Merkle Center of Hope Shreveport Louisiana
1402,Providence House Homeless Family Shelter Shreveport Louisiana
1403,Bridges [Safe Havens Program] Shreveport Louisiana
1404,Mercy Center Shreveport Louisiana
1405,Holy Cross Hope House Shreveport Louisiana
1406,Christian Services Program Shreveport Louisiana
1407,Community Support Programs Shreveport Louisiana
1408,The Living Center on Texas Avenue Shreveport Louisiana
1409,Hope Connections Shreveport Louisiana
1410,The Salvation Army Bed and Bread Shelter Baton Rouge Louisiana
1411,Catholic Charities Families First Housing Baton Rouge Louisiana
1412,New Beginnings Safe House  Baton Rouge Louisiana
1413,New Inspiration - Halfway House for Women Baton Rouge Louisiana
1414,Bishop Ott Day Center - Night Shelter Baton Rouge Louisiana
1415,Volunteers of America Drop In Services Baton Rouge Baton Rouge Louisiana
1416,Maison Des Ami Boarding Care Baton Rouge Louisiana
1417,Kaleidoscope Youth Shelter - Youth Oasis BATON ROUGE Louisiana
1418,"Joseph Homes, Inc. For Homeless Ex Offenders Baton Rouge Louisiana"
1419,Missionaries Charity Queen of Peace Home Baton Rouge Louisiana
1420,Ascension Family Crisis Shelter Gonzales Louisiana
1421,HomePlace of Louisiana Baptist Children's Home Monroe Maine
1422,Fairhaven Homeless Shelter Monroe Louisiana
1423,Desiard Street Homeless Shelter Monroe Louisiana
1424,Monroe Ywca Mary Goss Shelter Monroe Louisiana
1425,Monroe Ywca: Raise the Roof Transitional Housing Monroe Louisiana
1426,Faith House of Acadiana Lafayette Louisiana
1427,St. Joseph Shelter FOR MEN LAFAYETTE Louisiana
1428,Smile Family Shelter Lafayette Louisiana
1429,Outreach Center For Women and Children Lafayette Louisiana
1430,New Start Center St. Martinville Louisiana
1431,Iberia Homeless Shelter New Iberia Louisiana
1432,SNAP Shelter New Iberia New Iberia Louisiana
1433,Serenity Help Center - For Women New Iberia Louisiana
1434,Opelousas Lighthouse Mission Opelousas Louisiana
1435,Salvation Army Center of Hope New Orleans New Orleans Louisiana
1436,Timmons's Habitat - Domestic Violence Transitional Housing New Orleans Louisiana
1437,Project Lazarus New Orleans Louisiana
1438,Covenant House New Orleans Louisiana
1439,Ozanam Inn New Orleans Louisiana
1440,Grace House For Women New Orleans Louisiana
1441,New Orleans Mission New Orleans Louisiana
1442,Living Witness Community Social Services New Orleans Louisiana
1443,Odyssey House Family Center New Orleans Louisiana
1444,New Orleans Women's And Children's Shelter New Orleans Louisiana
1445,Grace House of New Orleans New Orleans Louisiana
1446,SALVATION ARMY TRANSITIONAL FAMILY HOUSING NEW ORLEANS Louisiana
1447,Hope Haven Center Marrero Louisiana
1448,Jefferson Parish Care Center Marrero Louisiana
1449,The Salvation Army Adult Rehabilitation Center Jefferson Louisiana
1450,Haven House Homeless Shelter Jeffersonville Indiana
1451,Alpha Daughters of Zion Luling Louisiana
1452,Community Christian Concern Slidell Louisiana
1453,THE CARING CENTER OF SLIDELL SLIDELL Louisiana
1454,Assist Agency Homeless Shelter Crowley Louisiana
1455,Welcome House Homeless Shelter  Crowley Louisiana
1456,Dowden Memorial Shelter - Vernon Community Action LEESVILLE Louisiana
1457,"Chez Hope, Inc. Franklin Louisiana"
1458,St Mary Community Sunshine House Franklin LA  Franklin Louisiana
1459,Terrebonne Parish Homeless Shelter - Beautiful Beginnings Houma Louisiana
1460,Bunkhouse Shelter Houma Louisiana
1461,Veterans Housing Outreach Ministries Hahnville Louisiana
1462,Harbour House Lake Charles Louisiana
1463,The Center of Hope: Men's Shelter and Work Program Lake Charles Louisiana
1464,"Volunteers Of America in Lake Charles, LA Lake Charles Louisiana"
1465,Nepenthe House Lake Charles Louisiana
1466,Mountai  of Faith Women's Restoration Shelter Vicksburg Mississippi
1467,Catholic Charities Guardian Shelter and Oak Towers Natchez Mississippi
1468,Western AR Youth Shelter Cecil Arkansas
1469,The Smith House Malvern Arkansas
1470,Light A Candle Ministries & Women's Pregnancy Resouce Center  Hot Springs Arkansas
1471,Ouachita Children's Center Hot Springs Arkansas
1472,Samaritan Ministries of Hot Springs Men's Shelter Hot Springs Arkansas
1473,Quapaw House/Harmony and Newton House Hot Springs Arkansas
1474,"Potter's Clay Ministries, Inc. Hot Springs Arkansas"
1475,Light A candle Maternity Home Hot Springs Arkansas
1476,Teen Challenge Hot Springs Arkansas
1477,Safe Haven Transitional Housing for Women and Children  Hot Springs Arkansas
1478,Wilbur D. Mills Substance Abuse Facility Searcy Arkansas
1479,"Jacob's Place Homeless Mission, Inc. Searcy Arkansas"
1480,"White County Domestic Violence Prevention, Inc. Searcy Arkansas"
1481,Project New Start Newport Arkansas
1482,White River Women's Shelter Newport Arkansas
1483,Family Violence Prevention Center Batesville Arkansas
1484,Margies Haven House Heber Springs Arkansas
1485,Open Arms Shelter Lonoke Arkansas
1486,Firm Foundation Ministries North Little Rock 
1487,Union Rescue Mission Transient Lodge N. Little Rock Arkansas
1488,Women and Children First Little Rock Arkansas
1489,Family Promises of Pulaski County Little Rock Arkansas
1490,Union Rescue Mission Little Rock Little Rock Arkansas
1491,"Jericho Way, Homeless Day Center Little Rock Arkansas"
1492,Our House - Hope for the Working Homeless Little Rock Arkansas
1493,Havenwood Bentonville Arkansas
1494,"Youth Bridge, Inc. Centerton Arkansas"
1495,Benton County Women's Shelter Bentonville Arkansas
1496,Restoration Village Rogers Arkansas
1497,The Salvation Army Emergency Shelter Bentonville Arkansas
1498,Northwest Arkansas Children's Shelter Bentonville Arkansas
1499,Souls Harbor Rogers Arkansas
1500,Northwest Arkansas Women's Shelter Rogers Arkansas
1501,"Saving Grace, Inc. Rogers Arkansas"
1502,The Salvation Army Rogers Arkansas
1503,May House for BOYS Rogers Arkansas
1504,Jessica House for GIRLS Rogers Arkansas
1505,House of Hope Rescue Mission Springdale Arkansas
1506,"Youth Bridge, Inc. Fayetteville Arkansas"
1507,"GYST House, Inc. Little Rock Arkansas"
1508,St. Francis House Little Rock Arkansas
1509,"Mid Ark Substance Abuse in Little Rock, Arkansas Little Rock Arkansas"
1510,Union Rescue Mission Dorcas House Little Rock Arkansas
1511,Gaines House Little Rock Arkansas
1512,PATH - Partners Against Trafficking Human  Little Rock Arkansas
1513,The Salvation Army Shelter Little Rock Little Rock Arkansas
1514,Domiciliary Care for Homeless Veterans Program North Little Rock Arkansas
1515,The Salvation Army Emergency Shelter Fayetteville Arkansas
1516,7 Hills Day Center Fayetteville Arkansas
1517,The Haven of Northeast Arkansas Blytheville Arkansas
1518,Mississippi County Union Rescue Mission Blytheville Arkansas
1519,Good Neighbor Love Center West Memphis Arkansas
1520,Turning Point Ministries Stuttgart Stuttgart Arkansas
1521,"Economic and Nonprofit Solutions, Inc Stuttgart Arkansas"
1522,Women's Shelter of Central Arkansas Conway Arkansas
1523,Women's Crisis Center Camden Arkansas
1524,Union County Family Shelter El Dorado Arkansas
1525,The Salvation Army El Dorado Arkansas
1526,Community Outreach Services Paris Arkansas
1527,Johnson County Helping Hands Clarksville Arkansas
1528,"AR River Valley Area Council, Inc. - Freedom House Russellville Arkansas"
1529,River Valley Shelter for Battered Women & Children Russellville Arkansas
1530,Dove House Clinton Arkansas
1531,Bethlehem House Conway Arkansas
1532,Haven Conway Conway Arkansas
1533,New Genesis Food Pantry and Outreach Dermott Arkansas
1534,"Options, Inc. Monticello Arkansas"
1535,Lori's House Maternity Home Blue Eye Missouri
1536,New Directions of Cross County Wynne Arkansas
1537,Gamma House Mountain Home Arkansas Mountain Home Arkansas
1538,"Serenity, Inc. Mountain Home Arkansas"
1539,The Salvation Army Mountain Home Arkansas
1540,House of Hope Harrison Arkansas
1541,Spring River Adult/Child Services Highland Arkansas
1542,Aliyah House - Covenant Ministries Hatfield Arkansas
1543,"Families In Transition, Inc. West Memphis Arkansas"
1544,8th Street Mission West Memphis Arkansas
1545,East AR Youth Services Marion Arkansas
1546,Hope In Action Shelter Hope Arkansas
1547,Womens Crisis Center Ne Arkansas Jonesboro Arkansas
1548,Salvation Army Shelter Jonesboro Jonesboro Arkansas
1549,Consolidated Youth Services Jonesboro Arkansas
1550,Stepping Stone Sanctuary Trumann Arkansas
1551,"Children's Home, Inc. Paragould Arkansas"
1552,Mission Outreach of Paragould Paragould Arkansas
1553,South AR Youth Services Magnolia Arkansas
1554,Southern Christian Mission Magnolia Arkansas
1555,"In God's Hands Transitional Living Home, Inc. Magnolia Arkansas"
1556,Memphis Day Shelter Memphis Tennessee
1557,Memphis Union Mission Memphis Tennessee
1558,Calvary Rescue Mission Memphis Tennessee
1559,"Alpha Omega Veterans Services, Inc. Memphis Tennessee"
1560,Safe Harbor of Memphis Memphis Tennessee
1561,Memphis Family Shelter Memphis Tennessee
1562,Human Development and Research Services Pine Bluff Arkansas
1563,"Committee Against Spouse Abuse, Inc. Pine Bluff Arkansas"
1564,The Salvation Army PineBluff Pine Bluff Arkansas
1565,Haven of Rest Homeless Shelter West Helena Arkansas
1566,"Family Promise of Gainesville, Florida, Inc. Gainesville Florida"
1567,St Francis House Emergency Shelter Gainesville Florida
1568,Interfaith Hospitality Network Gainesville Florida
1569,GRACE Marketplace Gainesville Florida
1570,Interfaith Hospitality Network Orlando Orlando Florida
1571,Salvation Army Orlando Women's and Children's Shelter Orlando Florida
1572,Salvation Army Men's Shelter Orlando Orlando Florida
1573,Salvation Army Orlando Adult Rehab Center Orlando Florida
1574,Orlando Coalition For Homeless Men's Service Center Orlando Florida
1575,Coalition for the Homeless of Central Florida Orlando Florida
1576,Orlando Union Rescue Mission Men's Division Orlando Florida
1577,Covenant House Florida Orlando Florida
1578,Rescue Outreach Mission Sanford Florida
1579,Anthony House - Transitional Housing Zellwood Florida
1580,Helping Hands Ministries - Day Shelter Eustis Florida
1581,H.O.M.E. of Osceola Kissimmee Florida
1582,Family Renew Community DeLand Florida
1583,The Foundation Davenport Florida
1584,Mary's Shelter of the Treasure Coast For Women Stuart Florida
1585,City Rescue Mission Jacksonville Florida
1586,Mission House - Day Shelter Jacksonville Beach Florida
1587,IM Sulzbacher Center for the Homeless Jacksonville Florida
1588,Trinity Rescue Mission Jacksonville Florida
1589,Trinity Rescue Mission Women and Children’s Center Jacksonville Florida
1590,Clara White Mission Jacksonville Florida
1591,Youth Crisis Center Jacksonville Florida
1592,Mary & Martha House Emergency Shelter and Transitional Housing for Women Ruskin Florida
1593,Beth-El Mission Farm Workers Assistance Wimauma Florida
1594,The Salvation Army Red Shield Lodge Emergency Shelter Tampa Florida
1595,Metropolitan Ministries Tampa Florida
1596,Salvation Army (Red Shield Lodge) St Petersburg Florida
1597,Homeless Helping Homeless Tampa Florida
1598,ALPHA House For Pregnant Women St Petersburg Florida
1599,St Petersburg Free Clinic Women's Residence St Petersburg Florida
1600,FSJ Rooming House Tampa Florida
1601,ACTS Tampa Tampa Florida
1602,St. Petersburg Free Clinic Men's Residence. St Petersburg Florida
1603,Dee's House of Comfort For Veterans Tampa Florida
1604,Dawning Family Services Tampa Florida
1605,New Beginnings of Tampa Tampa Florida
1606,The St Petersburg City Refuge St Petersburg Florida
1607,Tampa Angels Shelter For The Homeless Cold Weather Shelter Tampa Florida
1608,Pinellas Hope Clearwater Florida
1609,Pinellas Safe Harbor Clearwater Florida
1610,"Heaven on Earth for Veterans, Inc. St. Pete Beach Florida"
1611,Salvation Army Bradenton Emergency Shelter Bradenton Florida
1612,Recovery Services of Tampa Bay Tampa Florida
1613,Haven of RCS Domestic Violence Shelter Clearwater Florida
1614,"Homeless Emergency Project, Inc. (HEP) Clearwater  Florida"
1615,Safe Families for Children  Lakeland Florida
1616,Leesburg Neighborhood Center Leesburg Florida
1617,Christian Care Center Men's Residence Leesburg Florida
1618,Christian Care Center Samaritan Inn Leesburg Florida
1619,Christian Care Center Rescue Mission Leesburg Florida
1620,Christian Care Center Women's Care Center Leesburg Florida
1621,Christian Care Center Leesburg Florida
1622,Hannah's House (Home for Women & Children) Wauchula Florida
1623,Charlotte County Homeless Coalition - Safe House Emergency Homeless Shelter Port Charlotte Florida
1624,North Port Social Services North Port Florida
1625,Austin Hepburn Senior Mini Center Hallandale Beach Florida
1626,Jubilee Center of South Broward Inc Hollywood Florida
1627,The Homeless Voice Shelter Fort Lauderdale Florida
1628,Broward Outreach Center Hollywood Hollywood Florida
1629,Rebel's Drop in Center Hollywood Florida
1630,Salvation Army Miami Edison Corps Social Services Miami Florida
1631,Concept House Miami Florida
1632,Salvation Army Fort Lauderdale Fort Lauderdale Florida
1633,Salvation Army Hialeah Support Services Hialeah Florida
1634,New Life Family of Catholic Charities Miami Florida
1635,Broward Partnership for the Homeless Central Campus Ft Lauderdale Florida
1636,Covenant House Florida Fort Lauderdale Florida
1637,Miami City Mission Youth Center Miami Florida
1638,BC Central Homeless Assistance Center Fort Lauderdale Florida
1639,Douglas Gardens CMHC - Homeless Assistance Program Miami Beach Florida
1640,Salvation Army Miami Adult Rehab Center Miami Florida
1641,Miami Rescue Women Miami Florida
1642,Hope South Florida Fort Lauderdale Florida
1643,The Salvation Army - Red Shield Lodge Miami Florida
1644,Miami Rescue Mission Miami Florida
1645,Homeless Assistance Center - Chapman Center Miami Florida
1646,Chapman Partnership Miami Florida
1647,Lotus House Miami Florida
1648,M. Teresa Mission of Charity Miami Florida
1649,Camillus House Miami Florida
1650,Eyes On God Homeless Shelter Miami Florida
1651,Miami Dade Homeless Trust Miami Florida
1652,Broward County Homeless HelpLine Fort Lauderdale Florida
1653,Lippman Youth Shelter Oakland Park Florida
1654,Silver Impact Day Shelter Lauderhill Florida
1655,Haitian Evangelical Baptist Church Food Pantry Pompano Beach Florida
1656,St. Laurence Chapel Homeless Day Shelter Pompano Beach Florida
